country,iso2c,iso3c,year,status,lastupdated,pib_capita,esp_vida,poblacion,region,capital,longitude,latitude,income,lending
Albania,AL,ALB,2014,,2025-12-19,4793.59751131525,78.029,2773767,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2015,,2025-12-19,4199.53912925398,78.358,2731293,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2022,,2025-12-19,7756.96188744253,78.769,2451636,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2024,,2025-12-19,11377.7757431099,NA,2377128,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2020,,2025-12-19,6027.91350716348,77.824,2528480,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2021,,2025-12-19,7242.45513146613,76.844,2489762,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Albania,AL,ALB,2019,,2025-12-19,6069.43903131027,79.467,2567801,Europe & Central Asia,Tirane,19.8172,41.3317,Upper middle income,IBRD
Algeria,DZ,DZA,2019,,2025-12-19,4468.45341883656,75.682,43294546,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2023,,2025-12-19,5370.477235078,76.261,46164219,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2018,,2025-12-19,4577.21029180491,75.555,42505035,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2017,,2025-12-19,4554.66753957828,75.431,41689299,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2014,,2025-12-19,6094.69392314956,74.992,39205031,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2015,,2025-12-19,4685.05902729002,75.159,40019529,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2016,,2025-12-19,4424.98529027556,75.31,40850721,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2020,,2025-12-19,3743.5419522929,73.257,44042091,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2021,,2025-12-19,4160.55926736925,75.208,44761099,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2022,,2025-12-19,4960.30334332888,76.129,45477389,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
Algeria,DZ,DZA,2024,,2025-12-19,5752.99076651465,NA,46814308,Middle East & North Africa,Algiers,3.05097,36.7397,Upper middle income,IBRD
American Samoa,AS,ASM,2023,,2025-12-19,NA,72.852,47521,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2018,,2025-12-19,12552.0546868861,72.794,50908,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2019,,2025-12-19,12886.1359517218,72.751,50209,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2020,,2025-12-19,14489.2586563775,72.672,49761,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2017,,2025-12-19,11863.6839452565,72.801,51586,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2016,,2025-12-19,12843.3342903627,72.64,52245,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2015,,2025-12-19,12727.4102651386,72.654,52878,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2024,,2025-12-19,NA,NA,46765,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2014,,2025-12-19,12026.3344929488,72.687,53466,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2022,,2025-12-19,18017.4589383973,72.752,48342,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
American Samoa,AS,ASM,2021,,2025-12-19,15236.1604875571,72.708,49225,East Asia & Pacific,Pago Pago,-170.691,-14.2846,High income,Not classified
Andorra,AD,AND,2022,,2025-12-19,42414.0479861228,84.016,79705,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2019,,2025-12-19,41257.816459345,84.098,76474,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2018,,2025-12-19,42819.7577456133,84.242,75162,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2021,,2025-12-19,42425.7066454357,82.331,78364,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2016,,2025-12-19,40129.8385811474,84.489,72181,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2017,,2025-12-19,40672.9717424447,84.359,73763,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2023,,2025-12-19,46812.4261013102,84.041,80856,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2014,,2025-12-19,44369.6712976777,84.485,73737,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2020,,2025-12-19,37361.1070081615,79.418,77380,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2024,,2025-12-19,49303.6491674336,NA,81938,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Andorra,AD,AND,2015,,2025-12-19,38654.95287916,84.532,72174,Europe & Central Asia,Andorra la Vella,1.5218,42.5075,High income,Not classified
Angola,AO,AGO,2021,,2025-12-19,2303.90812662776,62.958,34532429,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2019,,2025-12-19,2493.67884440177,63.051,32375632,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2024,,2025-12-19,2665.87444776753,NA,37885849,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2014,,2025-12-19,5649.68762469139,60.396,27160769,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2023,,2025-12-19,2916.13663284275,64.617,36749906,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2015,,2025-12-19,3641.72893919944,61.042,28157798,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2016,,2025-12-19,2051.81462126253,61.619,29183070,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2022,,2025-12-19,3682.1131513698,64.246,35635029,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2020,,2025-12-19,1759.35619918264,63.116,33451132,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2018,,2025-12-19,2860.0936483682,62.622,31297155,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Angola,AO,AGO,2017,,2025-12-19,2790.71886869768,62.122,30234839,Sub-Saharan Africa,Luanda,13.242,-8.81155,Lower middle income,IBRD
Antigua and Barbuda,AG,ATG,2015,,2025-12-19,16077.6340769406,76.892,89409,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2017,,2025-12-19,16965.7288273816,77.03,90468,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2014,,2025-12-19,15532.1062063584,76.912,88765,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2023,,2025-12-19,21494.5474000727,77.598,93316,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2024,,2025-12-19,23542.4526945578,NA,93772,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2021,,2025-12-19,17348.6006987182,77.197,92349,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2019,,2025-12-19,18896.3721832248,77.168,91364,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2016,,2025-12-19,16556.8551801588,76.968,89969,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2022,,2025-12-19,20105.1989085164,77.483,92840,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2020,,2025-12-19,15369.6082250401,77.161,91846,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Antigua and Barbuda,AG,ATG,2018,,2025-12-19,18273.4270684912,77.132,90926,Latin America & Caribbean,Saint John's,-61.8456,17.1175,High income,IBRD
Arab World,1A,ARB,2014,,2025-12-19,7338.35092727915,70.5350666310281,400231008,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2020,,2025-12-19,5739.41283580539,70.7265588103862,453723239,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2021,,2025-12-19,6697.41498492196,70.4041144889903,460646603,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2023,,2025-12-19,7513.89907880749,72.4446783578531,482105978,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2015,,2025-12-19,6290.55879501691,70.6580123695192,410190679,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2019,,2025-12-19,6674.34224402621,71.8398932674972,444281315,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2022,,2025-12-19,7950.35581975672,71.8760955992222,471352066,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2024,,2025-12-19,7583.81170078145,NA,492612632,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2018,,2025-12-19,6699.18058175457,71.4312997859137,435998060,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2017,,2025-12-19,6096.72395041636,71.1128560080647,428315886,Aggregates,,,,Aggregates,Aggregates
Arab World,1A,ARB,2016,,2025-12-19,6042.19675439671,70.8964881164428,419808341,Aggregates,,,,Aggregates,Aggregates
Argentina,AR,ARG,2020,,2025-12-19,8535.59938004389,75.878,45191965,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2015,,2025-12-19,13679.6264980954,76.6,43477012,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2017,,2025-12-19,14532.5009308511,76.543,44288894,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2016,,2025-12-19,12699.9623137756,76.105,43900313,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2018,,2025-12-19,11752.7998922979,76.77,44654882,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2014,,2025-12-19,12233.1444119186,76.268,43024071,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2021,,2025-12-19,10738.0179223384,73.948,45312281,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2019,,2025-12-19,9955.97478680428,76.847,44973465,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2024,,2025-12-19,13969.7836603737,NA,45696159,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2023,,2025-12-19,14261.8465667948,77.395,45538401,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Argentina,AR,ARG,2022,,2025-12-19,13962.1894087223,75.806,45407904,Latin America & Caribbean,Buenos Aires,-58.4173,-34.6118,Upper middle income,IBRD
Armenia,AM,ARM,2020,,2025-12-19,4268.68093304583,73.3756097560976,2961500,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2016,,2025-12-19,3524.42476874707,74.8682926829268,2992300,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2024,,2025-12-19,8556.21406956719,NA,3033500,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2018,,2025-12-19,4196.00562301769,75.619512195122,2969000,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2017,,2025-12-19,3869.05373867752,75.2170731707317,2979400,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2015,,2025-12-19,3512.39350276709,74.8707317073171,3004600,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2022,,2025-12-19,6571.97445545099,74.7658536585366,2969200,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2014,,2025-12-19,3852.11800610384,74.8731707317073,3013800,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2021,,2025-12-19,4685.17997128509,72.2780487804878,2962300,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2019,,2025-12-19,4597.22887399548,76.2219512195122,2962500,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Armenia,AM,ARM,2023,,2025-12-19,8159.08720967996,77.4658536585366,2964300,Europe & Central Asia,Yerevan,44.509,40.1596,Upper middle income,IBRD
Aruba,AW,ABW,2019,,2025-12-19,30645.8906024548,76.019,109203,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2020,,2025-12-19,22759.8071750722,75.406,108587,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2021,,2025-12-19,26749.3296093118,73.655,107700,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2024,,2025-12-19,39498.5941293797,NA,107995,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2017,,2025-12-19,28440.0416881491,75.62,108735,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2018,,2025-12-19,30082.1584226798,75.88,108908,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2016,,2025-12-19,27441.5502144601,75.54,108727,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2022,,2025-12-19,30975.9989121779,76.226,107310,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2014,,2025-12-19,26129.8390617693,75.261,106807,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2015,,2025-12-19,27458.2201537506,75.405,107906,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Aruba,AW,ABW,2023,,2025-12-19,35718.7531191634,76.353,107359,Latin America & Caribbean,Oranjestad,-70.0167,12.5167,High income,Not classified
Australia,AU,AUS,2024,,2025-12-19,64603.9856308464,NA,27196812,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
Australia,AU,AUS,2022,,2025-12-19,65169.5191118657,83.2,26018721,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
Australia,AU,AUS,2023,,2025-12-19,65058.3773146674,83.0512195121951,26659922,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
Australia,AU,AUS,2021,,2025-12-19,60758.9044397144,83.3,25685412,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
Australia,AU,AUS,2018,,2025-12-19,57410.1737346009,82.7487804878049,24963258,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
Australia,AU,AUS,2015,,2025-12-19,56970.3613028094,82.4,23815995,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
Australia,AU,AUS,2020,,2025-12-19,51983.4523666382,83.2,25649248,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
Australia,AU,AUS,2016,,2025-12-19,50084.4440606385,82.4487804878049,24190907,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
Australia,AU,AUS,2017,,2025-12-19,54117.547718609,82.5,24592588,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
Australia,AU,AUS,2019,,2025-12-19,55194.7585097428,82.9,25334826,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
Australia,AU,AUS,2014,,2025-12-19,62817.2061751737,82.3,23475686,East Asia & Pacific,Canberra,149.129,-35.282,High income,Not classified
Austria,AT,AUT,2016,,2025-12-19,45061.4993920192,81.6414634146342,8736668,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
Austria,AT,AUT,2017,,2025-12-19,47163.7425775142,81.6439024390244,8797566,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
Austria,AT,AUT,2023,,2025-12-19,56579.504175468,81.5414634146342,9131761,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
Austria,AT,AUT,2018,,2025-12-19,51194.0749841299,81.6926829268293,8840521,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
Austria,AT,AUT,2014,,2025-12-19,51314.9722616322,81.490243902439,8546356,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
Austria,AT,AUT,2015,,2025-12-19,43915.228020857,81.190243902439,8642699,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
Austria,AT,AUT,2022,,2025-12-19,52336.7725223758,81.2951219512195,9041851,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
Austria,AT,AUT,2020,,2025-12-19,48716.4098900349,81.1926829268293,8916864,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
Austria,AT,AUT,2019,,2025-12-19,49885.9947355204,81.8951219512195,8879920,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
Austria,AT,AUT,2021,,2025-12-19,53648.6437976214,81.190243902439,8955797,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
Austria,AT,AUT,2024,,2025-12-19,58268.8787651601,NA,9177982,Europe & Central Asia,Vienna,16.3798,48.2201,High income,Not classified
Azerbaijan,AZ,AZE,2019,,2025-12-19,4805.75371765917,73.29,10024283,Europe & Central Asia,Baku,49.8932,40.3834,Upper middle income,IBRD
Azerbaijan,AZ,AZE,2023,,2025-12-19,7133.02838048328,74.429,10153958,Europe & Central Asia,Baku,49.8932,40.3834,Upper middle income,IBRD
Azerbaijan,AZ,AZE,2018,,2025-12-19,4739.7943123408,73.016,9939771,Europe & Central Asia,Baku,49.8932,40.3834,Upper middle income,IBRD
Azerbaijan,AZ,AZE,2017,,2025-12-19,4147.1981423222,72.694,9854033,Europe & Central Asia,Baku,49.8932,40.3834,Upper middle income,IBRD
Azerbaijan,AZ,AZE,2014,,2025-12-19,7890.84028062087,71.93,9535079,Europe & Central Asia,Baku,49.8932,40.3834,Upper middle income,IBRD
Azerbaijan,AZ,AZE,2015,,2025-12-19,5500.50364628486,72.349,9649341,Europe & Central Asia,Baku,49.8932,40.3834,Upper middle income,IBRD
Azerbaijan,AZ,AZE,2016,,2025-12-19,3880.6852276838,72.568,9757812,Europe & Central Asia,Baku,49.8932,40.3834,Upper middle income,IBRD
Azerbaijan,AZ,AZE,2020,,2025-12-19,4229.91064904503,70.312,10093121,Europe & Central Asia,Baku,49.8932,40.3834,Upper middle income,IBRD
Azerbaijan,AZ,AZE,2021,,2025-12-19,5408.04535175023,70.999,10137750,Europe & Central Asia,Baku,49.8932,40.3834,Upper middle income,IBRD
Azerbaijan,AZ,AZE,2022,,2025-12-19,7770.594223351,74.125,10141756,Europe & Central Asia,Baku,49.8932,40.3834,Upper middle income,IBRD
Azerbaijan,AZ,AZE,2024,,2025-12-19,7283.8499076179,NA,10202830,Europe & Central Asia,Baku,49.8932,40.3834,Upper middle income,IBRD
"Bahamas, The",BS,BHS,2022,,2025-12-19,34957.1613279737,74.491,397538,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2018,,2025-12-19,32642.3353203452,74.062,392717,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2019,,2025-12-19,33640.3369861278,71.408,394675,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2020,,2025-12-19,26178.7537607708,72.994,395863,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2017,,2025-12-19,31875.4881749619,74.031,390485,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2016,,2025-12-19,30616.5363157284,74.042,388055,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2023,,2025-12-19,38231.774484278,74.552,399440,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2024,,2025-12-19,39455.4466548546,NA,401283,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2014,,2025-12-19,29137.2175632622,74.029,382298,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
"Bahamas, The",BS,BHS,2015,,2025-12-19,30719.405417469,73.805,385346,Latin America & Caribbean,Nassau,-77.339,25.0661,High income,Not classified
